KELLY	69	260385	96.52
HOWARD	70	254779	94.45
WARD	71	254121	94.2
COX	72	253771	94.07
DIAZ	73	251772	93.33
RICHARDSON	74	249533	92.5
WOOD	75	247299	91.67
WATSON	76	242432	89.87
BROOKS	77	240751	89.25
BENNETT	78	239055	88.62
GRAY	79	236713	87.75
JAMES	80	233224	86.46
REYES	81	232511	86.19
CRUZ	82	231065	85.66
HUGHES	83	229390	85.03
PRICE	84	228756	84.8
MYERS	85	224824	83.34
LONG	86	223494	82.85
FOSTER	87	221040	81.94
SANDERS	88	220902	81.89
ROSS	89	219961	81.54
MORALES	90	217642	80.68
POWELL	91	216553	80.28
SULLIVAN	92	215640	79.94
RUSSELL	93	215432	79.86
ORTIZ	94	214683	79.58
JENKINS	95	213737	79.23
GUTIERREZ	96	212905	78.92
PERRY	97	212644	78.83
BUTLER	98	210879	78.17
BARNES	99	210426	78
FISHER	100	210279	77.95
HENDERSON	101	210094	77.88
COLEMAN	102	208624	77.34
SIMMONS	103	201650	74.75
PATTERSON	104	198557	73.6
JORDAN	105	197212	73.11
REYNOLDS	106	195598	72.51
HAMILTON	107	194331	72.04
GRAHAM	108	194074	71.94
KIM	109	194067	71.94
GONZALES	110	193934	71.89
ALEXANDER	111	193443	71.71
RAMOS	112	193096	71.58
WALLACE	113	190760	70.71
GRIFFIN	114	190636	70.67
WEST	115	188464	69.86
COLE	116	187793	69.61
HAYES	117	187473	69.5
CHAVEZ	118	185865	68.9
GIBSON	119	184420	68.36
BRYANT	120	183761	68.12
ELLIS	121	181934	67.44
STEVENS	122	181417	67.25
MURRAY	123	178414	66.14
FORD	124	178397	66.13
MARSHALL	125	177213	65.69
OWENS	126	176334	65.37
MCDONALD	127	176094	65.28
HARRISON	128	175577	65.09
RUIZ	129	175429	65.03
KENNEDY	130	171636	63.62
WELLS	131	170635	63.25
ALVAREZ	132	168817	62.58
WOODS	133	168814	62.58
MENDOZA	134	168567	62.49
CASTILLO	135	165473	61.34
OLSON	136	163502	60.61
WEBB	137	163481	60.6
WASHINGTON	138	163036	60.44
TUCKER	139	162933	60.4
FREEMAN	140	162686	60.31
BURNS	141	162153	60.11
HENRY	142	161392	59.83
VASQUEZ	143	159989	59.31
SNYDER	144	159363	59.08
SIMPSON	145	158241	58.66
CRAWFORD	146	158121	58.61
JIMENEZ	147	157475	58.38
PORTER	148	156848	58.14
MASON	149	155484	57.64
SHAW	150	155172	57.52
GORDON	151	154934	57.43
WAGNER	152	154516	57.28
HUNTER	153	154410	57.24
ROMERO	154	153772	57
HICKS	155	153618	56.95
DIXON	156	152015	56.35
HUNT	157	151986	56.34
PALMER	158	150407	55.76
ROBERTSON	159	150299	55.72
BLACK	160	150186	55.67
HOLMES	161	150166	55.67
STONE	162	149802	55.53
MEYER	163	149664	55.48
BOYD	164	149476	55.41
MILLS	165	147909	54.83
WARREN	166	147906	54.83
FOX	167	147357	54.62
ROSE	168	146924	54.46
RICE	169	146440	54.28
MORENO	170	146088	54.15
SCHMIDT	171	145565	53.96
PATEL	172	145066	53.78
FERGUSON	173	142256	52.73
NICHOLS	174	141936	52.62
HERRERA	175	140786	52.19
MEDINA	176	139353	51.66
RYAN	177	139335	51.65
FERNANDEZ	178	139302	51.64
WEAVER	179	138811	51.46
DANIELS	180	138776	51.44
STEPHENS	181	138742	51.43
GARDNER	182	138660	51.4
PAYNE	183	138028	51.17
KELLEY	184	137555	50.99
DUNN	185	136955	50.77
PIERCE	186	136517	50.61
ARNOLD	187	136315	50.53
TRAN	188	136095	50.45
SPENCER	189	134443	49.84
PETERS	190	134231	49.76
HAWKINS	191	134066	49.7
GRANT	192	134034	49.69
HANSEN	193	133474	49.48
CASTRO	194	133254	49.4
HOFFMAN	195	132645	49.17
HART	196	132466	49.1
ELLIOTT	197	132457	49.1
CUNNINGHAM	198	131896	48.89
KNIGHT	199	131860	48.88
BRADLEY	200	131289	48.67
CARROLL	201	131020	48.57
HUDSON	202	130793	48.48
DUNCAN	203	130419	48.35
ARMSTRONG	204	129982	48.18
BERRY	205	129405	47.97
ANDREWS	206	129320	47.94
JOHNSTON	207	128935	47.8
RAY	208	128794	47.74
LANE	209	128727	47.72
RILEY	210	127960	47.43
CARPENTER	211	127073	47.11
PERKINS	212	126951	47.06
AGUILAR	213	126399	46.86
SILVA	214	126164	46.77
RICHARDS	215	125653	46.58
WILLIS	216	125627	46.57
MATTHEWS	217	124839	46.28
CHAPMAN	218	124614	46.19
LAWRENCE	219	124321	46.09
GARZA	220	124130	46.01
VARGAS	221	123952	45.95
WATKINS	222	122447	45.39
WHEELER	223	121684	45.11
LARSON	224	121064	44.88
CARLSON	225	120124	44.53
HARPER	226	119868	44.43
GEORGE	227	119778	44.4
GREENE	228	119604	44.34
BURKE	229	119175	44.18
GUZMAN	230	118390	43.89
MORRISON	231	117939	43.72
MUNOZ	232	117774	43.66
JACOBS	233	115540	42.83
OBRIEN	234	115385	42.77
LAWSON	235	115186	42.7
FRANKLIN	236	114859	42.58
LYNCH	237	114448	42.43
BISHOP	238	114034	42.27
CARR	239	113892	42.22
SALAZAR	240	113468	42.06
AUSTIN	241	113160	41.95
MENDEZ	242	112736	41.79
GILBERT	243	112406	41.67
JENSEN	244	112332	41.64
WILLIAMSON	245	112216	41.6
MONTGOMERY	246	112144	41.57
HARVEY	247	112136	41.57
OLIVER	248	111641	41.38
HOWELL	249	109634	40.64
DEAN	250	109230	40.49
HANSON	251	109079	40.44
WEBER	252	107866	39.99
GARRETT	253	107777	39.95
SIMS	254	107244	39.76
BURTON	255	107158	39.72
FULLER	256	106682	39.55
SOTO	257	106631	39.53
MCCOY	258	106481	39.47
WELCH	259	105804	39.22
CHEN	260	105544	39.12
SCHULTZ	261	104962	38.91
WALTERS	262	104281	38.66
REID	263	104007	38.56
FIELDS	264	103242	38.27
WALSH	265	103216	38.26
LITTLE	266	102718	38.08
FOWLER	267	102620	38.04
BOWMAN	268	102239	37.9
DAVIDSON	269	102044	37.83
MAY	270	101726	37.71
DAY	271	101676	37.69
SCHNEIDER	272	100553	37.27
NEWMAN	273	100491	37.25
BREWER	274	100465	37.24
LUCAS	275	100417	37.22
HOLLAND	276	99885	37.03
WONG	277	99392	36.84
BANKS	278	99294	36.81
SANTOS	279	98993	36.7
CURTIS	280	98958	36.68
PEARSON	281	98728	36.6
DELGADO	282	98675	36.58
VALDEZ	283	98610	36.55
PENA	284	98345	36.46
RIOS	285	96569	35.8
DOUGLAS	286	96425	35.74
SANDOVAL	287	96303	35.7
BARRETT	288	95896	35.55
HOPKINS	289	94603	35.07
KELLER	290	94300	34.96
GUERRERO	291	94152	34.9
STANLEY	292	93817	34.78
BATES	293	93743	34.75
ALVARADO	294	93723	34.74
BECK	295	93161	34.53
ORTEGA	296	93131	34.52
WADE	297	92834	34.41
ESTRADA	298	92831	34.41
CONTRERAS	299	92660	34.35
BARNETT	300	92287	34.21
CALDWELL	301	91338	33.86
SANTIAGO	302	90967	33.72
LAMBERT	303	90618	33.59
POWERS	304	90401	33.51
CHAMBERS	305	90325	33.48
NUNEZ	306	90208	33.44
CRAIG	307	89591	33.21
LEONARD	308	89198	33.07
LOWE	309	89178	33.06
RHODES	310	88917	32.96
BYRD	311	88811	32.92
GREGORY	312	88810	32.92
SHELTON	313	88326	32.74
FRAZIER	314	88325	32.74
BECKER	315	88114	32.66
MALDONADO	316	88016	32.63
FLEMING	317	87949	32.6
VEGA	318	87728	32.52
SUTTON	319	87373	32.39
COHEN	320	87226	32.33
JENNINGS	321	87038	32.26
PARKS	322	86346	32.01
MCDANIEL	323	86317	32
WATTS	324	86228	31.96
BARKER	325	85221	31.59
NORRIS	326	85212	31.59
VAUGHN	327	85037	31.52
VAZQUEZ	328	84926	31.48
HOLT	329	84710	31.4
SCHWARTZ	330	84699	31.4
STEELE	331	84353	31.27
BENSON	332	84233	31.22
NEAL	333	83849	31.08
DOMINGUEZ	334	83731	31.04
HORTON	335	83523	30.96
TERRY	336	83437	30.93
WOLFE	337	83112	30.81
HALE	338	82955	30.75
LYONS	339	82258	30.49
GRAVES	340	82179	30.46
HAYNES	341	82037	30.41
MILES	342	81933	30.37
PARK	343	81890	30.36
WARNER	344	81824	30.33
PADILLA	345	81805	30.32
BUSH	346	81524	30.22
THORNTON	347	81191	30.1
MCCARTHY	348	81035	30.04
MANN	349	81022	30.03
ZIMMERMAN	350	80944	30.01
ERICKSON	351	80936	30
FLETCHER	352	80932	30
MCKINNEY	353	80616	29.88
PAGE	354	80493	29.84
DAWSON	355	80190	29.73
JOSEPH	356	80030	29.67
MARQUEZ	357	79951	29.64
REEVES	358	79817	29.59
KLEIN	359	79685	29.54
ESPINOZA	360	79322	29.4
BALDWIN	361	79151	29.34
MORAN	362	78546	29.12
LOVE	363	78323	29.03
ROBBINS	364	78141	28.97
HIGGINS	365	78107	28.95
BALL	366	77561	28.75
CORTEZ	367	77492	28.73
LE	368	77453	28.71
GRIFFITH	369	77429	28.7
BOWEN	370	77078	28.57
SHARP	371	76868	28.49
CUMMINGS	372	76707	28.44
RAMSEY	373	76625	28.4
HARDY	374	76608	28.4
SWANSON	375	76539	28.37
BARBER	376	76504	28.36
ACOSTA	377	76477	28.35
LUNA	378	76127	28.22
CHANDLER	379	76114	28.22
BLAIR	380	75135	27.85
DANIEL	380	75135	27.85
CROSS	382	75134	27.85
SIMON	383	74839	27.74
DENNIS	384	74784	27.72
OCONNOR	385	74756	27.71
QUINN	386	74531	27.63
GROSS	387	74285	27.54
NAVARRO	388	73970	27.42
MOSS	389	73750	27.34
FITZGERALD	390	73522	27.25
DOYLE	391	73518	27.25
MCLAUGHLIN	392	73128	27.11
ROJAS	393	73071	27.09
RODGERS	394	73021	27.07
STEVENSON	395	72892	27.02
SINGH	396	72642	26.93
YANG	397	72627	26.92
FIGUEROA	398	72533	26.89
HARMON	399	72414	26.84
NEWTON	400	72328	26.81
PAUL	401	72248	26.78
MANNING	402	72069	26.72
GARNER	403	72052	26.71
MCGEE	404	71925	26.66
REESE	405	71754	26.6
FRANCIS	406	71723	26.59
BURGESS	407	71604	26.54
ADKINS	408	71528	26.52
GOODMAN	409	71482	26.5
CURRY	410	71344	26.45
BRADY	411	71175	26.38
CHRISTENSEN	412	71144	26.37
POTTER	413	71103	26.36
WALTON	414	70997	26.32
GOODWIN	415	70333	26.07
MULLINS	416	70286	26.05
MOLINA	417	70211	26.03
WEBSTER	418	70123	25.99
FISCHER	419	70095	25.98
CAMPOS	420	69950	25.93
AVILA	421	69843	25.89
SHERMAN	422	69840	25.89
TODD	423	69810	25.88
CHANG	424	69756	25.86
BLAKE	425	69279	25.68
MALONE	426	69257	25.67
WOLF	427	68905	25.54
HODGES	428	68868	25.53
JUAREZ	429	68785	25.5
GILL	430	68699	25.47
FARMER	431	68309	25.32
HINES	432	68145	25.26
GALLAGHER	433	68075	25.24
DURAN	434	68046	25.22
HUBBARD	435	68021	25.22
CANNON	436	67923	25.18
MIRANDA	437	67646	25.08
WANG	438	67570	25.05
SAUNDERS	439	67210	24.91
TATE	440	67208	24.91
MACK	441	67154	24.89
HAMMOND	442	67063	24.86
CARRILLO	443	67054	24.86
TOWNSEND	444	66853	24.78
WISE	445	66738	24.74
INGRAM	446	66665	24.71
BARTON	447	66622	24.7
MEJIA	448	66534	24.66
AYALA	449	66515	24.66
SCHROEDER	450	66412	24.62
HAMPTON	451	66378	24.61
ROWE	452	66205	24.54
PARSONS	453	66203	24.54
FRANK	454	65918	24.44
WATERS	455	65817	24.4
STRICKLAND	456	65814	24.4
OSBORNE	457	65802	24.39
MAXWELL	458	65779	24.38
CHAN	459	65719	24.36
DELEON	460	65598	24.32
NORMAN	461	65269	24.2
HARRINGTON	462	65131	24.14
CASEY	463	64815	24.03
PATTON	464	64772	24.01
LOGAN	465	64576	23.94
BOWERS	466	64496	23.91
MUELLER	467	64305	23.84
GLOVER	468	64180	23.79
FLOYD	469	64141	23.78
HARTMAN	470	63827	23.66
BUCHANAN	471	63825	23.66
COBB	472	63739	23.63
FRENCH	473	63149	23.41
KRAMER	474	63023	23.36
MCCORMICK	475	62663	23.23
CLARKE	476	62546	23.19
TYLER	477	62534	23.18
GIBBS	478	62514	23.17
MOODY	479	62344	23.11
CONNER	480	62335	23.11
SPARKS	481	62234	23.07
MCGUIRE	482	62116	23.03
LEON	483	62034	23
BAUER	484	61979	22.98
NORTON	485	61805	22.91
POPE	486	61750	22.89
FLYNN	487	61747	22.89
HOGAN	488	61651	22.85
ROBLES	489	61619	22.84
SALINAS	490	61582	22.83
YATES	491	61400	22.76
LINDSEY	492	61199	22.69
LLOYD	493	61154	22.67
MARSH	494	60999	22.61
MCBRIDE	495	60874	22.57
OWEN	496	60461	22.41
SOLIS	497	60045	22.26
PHAM	498	59949	22.22
LANG	499	59843	22.18
PRATT	500	59801	22.17
LARA	501	59731	22.14
BROCK	502	59682	22.12
BALLARD	503	59660	22.12
TRUJILLO	504	59609	22.1
SHAFFER	505	59227	21.96
DRAKE	506	59055	21.89
ROMAN	507	59020	21.88
AGUIRRE	508	58918	21.84
MORTON	509	58788	21.79
STOKES	510	58687	21.76
LAMB	511	58555	21.71
PACHECO	512	58534	21.7
PATRICK	513	58257	21.6
COCHRAN	514	58233	21.59
SHEPHERD	515	57935	21.48
CAIN	516	57873	21.45
BURNETT	517	57859	21.45
HESS	518	57822	21.43
LI	519	57786	21.42
CERVANTES	520	57685	21.38
OLSEN	521	57357	21.26
BRIGGS	522	57297	21.24
OCHOA	523	57210	21.21
CABRERA	524	57171	21.19
VELASQUEZ	525	57163	21.19
MONTOYA	526	57075	21.16
ROTH	527	57030	21.14
MEYERS	528	56744	21.03
CARDENAS	529	56618	20.99
FUENTES	530	56441	20.92
WEISS	531	56153	20.82
HOOVER	532	56068	20.78
WILKINS	532	56068	20.78
NICHOLSON	534	55986	20.75
UNDERWOOD	535	55973	20.75
SHORT	536	55903	20.72
CARSON	537	55821	20.69
MORROW	538	55664	20.63
COLON	539	55512	20.58
HOLLOWAY	540	55466	20.56
SUMMERS	541	55391	20.53
BRYAN	542	55269	20.49
PETERSEN	543	55185	20.46
MCKENZIE	544	55084	20.42
SERRANO	545	55057	20.41
WILCOX	546	54987	20.38
CAREY	547	54924	20.36
CLAYTON	548	54875	20.34
POOLE	549	54706	20.28
CALDERON	550	54691	20.27
GALLEGOS	551	54672	20.27
GREER	552	54611	20.24
RIVAS	553	54588	20.24
GUERRA	554	54575	20.23
DECKER	555	54450	20.18
COLLIER	556	54414	20.17
WALL	557	54401	20.17
WHITAKER	558	54343	20.14
BASS	559	54296	20.13
FLOWERS	560	54277	20.12
DAVENPORT	561	54206	20.09
CONLEY	562	54194	20.09
HOUSTON	563	54026	20.03
HUFF	564	53892	19.98
COPELAND	565	53771	19.93
HOOD	566	53737	19.92
MONROE	567	53475	19.82
MASSEY	568	53459	19.82
ROBERSON	569	53198	19.72
COMBS	570	53180	19.71
FRANCO	571	53161	19.71
LARSEN	572	52963	19.63
PITTMAN	573	52689	19.53
RANDALL	574	52495	19.46
SKINNER	575	52490	19.46
WILKINSON	576	52483	19.46
KIRBY	577	52473	19.45
CAMERON	578	52439	19.44
BRIDGES	579	52260	19.37
ANTHONY	580	52146	19.33
RICHARD	581	52138	19.33
KIRK	582	52056	19.3
BRUCE	583	52004	19.28
SINGLETON	584	51797	19.2
MATHIS	585	51796	19.2
BRADFORD	586	51726	19.17
BOONE	587	51679	19.16
ABBOTT	588	51620	19.14
CHARLES	589	51518	19.1
ALLISON	590	51504	19.09
SWEENEY	591	51500	19.09
ATKINSON	592	51489	19.09
HORN	593	51380	19.05
JEFFERSON	594	51361	19.04
ROSALES	595	51336	19.03
YORK	596	51334	19.03
CHRISTIAN	597	51177	18.97
PHELPS	598	51154	18.96
FARRELL	599	51095	18.94
CASTANEDA	600	51089	18.94
NASH	601	51021	18.91
DICKERSON	602	51017	18.91
BOND	603	50980	18.9
WYATT	604	50874	18.86
FOLEY	605	50852	18.85
CHASE	606	50777	18.82
GATES	607	50748	18.81
VINCENT	608	50628	18.77
MATHEWS	609	50608	18.76
HODGE	610	50577	18.75
GARRISON	611	50482	18.71
TREVINO	612	50454	18.7
VILLARREAL	613	50351	18.66
HEATH	614	50307	18.65
DALTON	615	50166	18.6
VALENCIA	616	50026	18.54
CALLAHAN	617	49925	18.51
HENSLEY	618	49858	18.48
ATKINS	619	49754	18.44
HUFFMAN	620	49737	18.44
ROY	621	49725	18.43
BOYER	622	49601	18.39
SHIELDS	623	49556	18.37
LIN	624	49360	18.3
HANCOCK	625	49330	18.29
GRIMES	626	49245	18.25
GLENN	627	49241	18.25
CLINE	628	49167	18.23
DELACRUZ	629	49158	18.22
CAMACHO	630	49000	18.16
DILLON	631	48833	18.1
PARRISH	632	48823	18.1
ONEILL	633	48656	18.04
MELTON	634	48594	18.01
BOOTH	635	48580	18.01
KANE	636	48527	17.99
BERG	637	48480	17.97
HARRELL	638	48471	17.97
PITTS	639	48462	17.96
SAVAGE	640	48367	17.93
WIGGINS	641	48355	17.93
BRENNAN	642	48296	17.9
SALAS	643	48282	17.9
MARKS	644	48281	17.9
RUSSO	645	48126	17.84
SAWYER	646	47979	17.79
BAXTER	647	47857	17.74
GOLDEN	648	47839	17.73
HUTCHINSON	649	47809	17.72
LIU	650	47665	17.67
WALTER	651	47615	17.65
MCDOWELL	652	47526	17.62
WILEY	653	47503	17.61
RICH	654	47477	17.6
HUMPHREY	655	47470	17.6
JOHNS	656	47289	17.53
KOCH	657	47286	17.53
SUAREZ	658	47235	17.51
HOBBS	659	47220	17.5
BEARD	660	47128	17.47
GILMORE	661	47050	17.44
IBARRA	662	46895	17.38
KEITH	663	46747	17.33
MACIAS	664	46739	17.33
KHAN	665	46713	17.32
ANDRADE	666	46702	17.31
WARE	667	46682	17.3
STEPHENSON	668	46662	17.3
HENSON	669	46609	17.28
WILKERSON	670	46605	17.28
DYER	671	46574	17.26
MCCLURE	672	46505	17.24
BLACKWELL	673	46495	17.24
MERCADO	674	46437	17.21
TANNER	675	46412	17.2
EATON	676	46403	17.2
CLAY	677	46264	17.15
BARRON	678	46196	17.12
BEASLEY	679	46179	17.12
ONEAL	680	46161	17.11
PRESTON	681	45850	17
SMALL	681	45850	17
WU	683	45815	16.98
ZAMORA	684	45806	16.98
MACDONALD	685	45782	16.97
VANCE	686	45763	16.96
SNOW	687	45689	16.94
MCCLAIN	688	45560	16.89
STAFFORD	689	45349	16.81
OROZCO	690	45289	16.79
BARRY	691	45044	16.7
ENGLISH	692	45032	16.69
SHANNON	693	44902	16.65
KLINE	694	44900	16.64
JACOBSON	695	44874	16.63
WOODARD	696	44830	16.62
HUANG	697	44715	16.58
KEMP	698	44701	16.57
MOSLEY	699	44698	16.57
PRINCE	700	44640	16.55
MERRITT	701	44626	16.54
HURST	702	44587	16.53
VILLANUEVA	703	44570	16.52
ROACH	704	44454	16.48
NOLAN	705	44421	16.47
LAM	706	44385	16.45
YODER	707	44245	16.4
MCCULLOUGH	708	44123	16.36
LESTER	709	43919	16.28
SANTANA	710	43875	16.26
VALENZUELA	711	43770	16.23
WINTERS	712	43762	16.22
BARRERA	713	43720	16.21
LEACH	714	43666	16.19
ORR	714	43666	16.19
BERGER	716	43556	16.15
MCKEE	717	43555	16.15
STRONG	718	43430	16.1
CONWAY	719	43395	16.09
STEIN	720	43331	16.06
WHITEHEAD	721	43310	16.05
BULLOCK	722	43021	15.95
ESCOBAR	723	42955	15.92
KNOX	724	42937	15.92
MEADOWS	725	42884	15.9
SOLOMON	726	42839	15.88
VELEZ	727	42820	15.87
ODONNELL	728	42802	15.87
KERR	729	42758	15.85
STOUT	730	42669	15.82
BLANKENSHIP	731	42663	15.82
BROWNING	732	42642	15.81
KENT	733	42597	15.79
LOZANO	734	42567	15.78
BARTLETT	735	42512	15.76
PRUITT	736	42463	15.74
BUCK	737	42441	15.73
BARR	738	42432	15.73
GAINES	739	42369	15.71
DURHAM	740	42365	15.7
GENTRY	741	42357	15.7
MCINTYRE	742	42335	15.69
SLOAN	743	42281	15.67
MELENDEZ	744	42139	15.62
ROCHA	744	42139	15.62
HERMAN	746	42091	15.6
SEXTON	747	42080	15.6
MOON	748	42062	15.59
HENDRICKS	749	41879	15.52
RANGEL	750	41868	15.52
STARK	751	41863	15.52
LOWERY	752	41670	15.45
HARDIN	753	41664	15.44
HULL	754	41656	15.44
SELLERS	755	41561	15.41
ELLISON	756	41459	15.37
CALHOUN	757	41452	15.37
GILLESPIE	758	41393	15.34
MORA	759	41348	15.33
KNAPP	760	41267	15.3
MCCALL	761	41231	15.28
MORSE	762	41112	15.24
DORSEY	763	41104	15.24
WEEKS	764	41053	15.22
NIELSEN	765	41007	15.2
LIVINGSTON	766	40964	15.19
LEBLANC	767	40923	15.17
MCLEAN	768	40871	15.15
BRADSHAW	769	40794	15.12
GLASS	770	40724	15.1
MIDDLETON	771	40708	15.09
BUCKLEY	772	40706	15.09
SCHAEFER	773	40663	15.07
FROST	774	40582	15.04
HOWE	775	40555	15.03
HOUSE	776	40477	15
MCINTOSH	777	40453	15
HO	778	40413	14.98
PENNINGTON	779	40339	14.95
REILLY	780	40310	14.94
HEBERT	781	40283	14.93
MCFARLAND	782	40244	14.92
HICKMAN	783	40224	14.91
NOBLE	784	40217	14.91
SPEARS	785	40203	14.9
CONRAD	786	40102	14.87
ARIAS	787	40086	14.86
GALVAN	788	40046	14.84
VELAZQUEZ	789	40030	14.84
HUYNH	790	40011	14.83
FREDERICK	791	39909	14.79
RANDOLPH	792	39742	14.73
CANTU	793	39601	14.68
FITZPATRICK	794	39501	14.64
MAHONEY	795	39440	14.62
PECK	796	39432	14.62
VILLA	797	39402	14.61
MICHAEL	798	39369	14.59
DONOVAN	799	39270	14.56
MCCONNELL	800	39203	14.53
WALLS	801	39166	14.52
BOYLE	802	39141	14.51
MAYER	803	39111	14.5
ZUNIGA	804	39057	14.48
GILES	805	39002	14.46
PINEDA	806	38999	14.46
PACE	807	38975	14.45
HURLEY	808	38971	14.45
MAYS	809	38914	14.43
MCMILLAN	810	38896	14.42
CROSBY	811	38844	14.4
AYERS	812	38836	14.4
CASE	813	38759	14.37
BENTLEY	814	38714	14.35
SHEPARD	815	38705	14.35
EVERETT	816	38702	14.35
PUGH	817	38691	14.34
DAVID	818	38659	14.33
MCMAHON	819	38557	14.29
DUNLAP	820	38516	14.28
BENDER	821	38464	14.26
HAHN	822	38354	14.22
HARDING	823	38340	14.21
ACEVEDO	824	38232	14.17
RAYMOND	825	38158	14.15
BLACKBURN	826	38137	14.14
DUFFY	827	37962	14.07
LANDRY	828	37961	14.07
DOUGHERTY	829	37903	14.05
BAUTISTA	830	37847	14.03
SHAH	831	37833	14.02
POTTS	832	37687	13.97
ARROYO	833	37678	13.97
VALENTINE	834	37669	13.96
MEZA	835	37662	13.96
GOULD	836	37660	13.96
VAUGHAN	837	37591	13.93
FRY	838	37542	13.92
RUSH	839	37470	13.89
AVERY	840	37440	13.88
HERRING	841	37353	13.85
DODSON	842	37298	13.83
CLEMENTS	843	37237	13.8
SAMPSON	844	37234	13.8
TAPIA	845	37201	13.79
BEAN	846	37145	13.77
LYNN	847	37125	13.76
CRANE	848	37123	13.76
FARLEY	849	37116	13.76
CISNEROS	850	37050	13.73
BENTON	851	37032	13.73
ASHLEY	852	37021	13.72
MCKAY	853	36948	13.7
FINLEY	854	36874	13.67
BEST	855	36862	13.66
BLEVINS	856	36841	13.66
FRIEDMAN	857	36833	13.65
MOSES	858	36814	13.65
SOSA	859	36813	13.65
BLANCHARD	860	36764	13.63
HUBER	861	36729	13.62
FRYE	862	36716	13.61
KRUEGER	863	36694	13.6
BERNARD	864	36546	13.55
ROSARIO	865	36539	13.54
RUBIO	866	36531	13.54
MULLEN	867	36442	13.51
BENJAMIN	868	36439	13.51
HALEY	869	36433	13.51
CHUNG	870	36422	13.5
MOYER	871	36421	13.5
CHOI	872	36390	13.49
HORNE	873	36288	13.45
YU	874	36285	13.45
WOODWARD	875	36242	13.43
ALI	876	36079	13.37
NIXON	877	36037	13.36
HAYDEN	878	36024	13.35
RIVERS	879	35980	13.34
ESTES	880	35839	13.29
MCCARTY	881	35718	13.24
RICHMOND	882	35715	13.24
STUART	883	35701	13.23
MAYNARD	884	35648	13.21
BRANDT	885	35616	13.2
OCONNELL	886	35610	13.2
HANNA	887	35599	13.2
SANFORD	888	35565	13.18
SHEPPARD	889	35554	13.18
CHURCH	890	35539	13.17
BURCH	891	35521	13.17
LEVY	892	35464	13.15
RASMUSSEN	893	35453	13.14
COFFEY	894	35442	13.14
PONCE	895	35400	13.12
FAULKNER	896	35389	13.12
DONALDSON	897	35387	13.12
SCHMITT	898	35326	13.1
NOVAK	899	35282	13.08
COSTA	900	35227	13.06
MONTES	901	35196	13.05
BOOKER	902	35101	13.01
CORDOVA	903	35074	13
WALLER	904	35001	12.97
ARELLANO	905	34999	12.97
MADDOX	906	34970	12.96
MATA	907	34888	12.93
BONILLA	908	34824	12.91
STANTON	909	34812	12.9
COMPTON	910	34788	12.9
KAUFMAN	911	34786	12.9
DUDLEY	912	34770	12.89
MCPHERSON	913	34763	12.89
BELTRAN	914	34736	12.88
DICKSON	915	34698	12.86
MCCANN	916	34692	12.86
VILLEGAS	917	34684	12.86
PROCTOR	918	34682	12.86
HESTER	919	34675	12.85
CANTRELL	920	34674	12.85
DAUGHERTY	921	34650	12.84
CHERRY	922	34615	12.83
BRAY	923	34575	12.82
DAVILA	924	34541	12.8
ROWLAND	925	34498	12.79
LEVINE	926	34472	12.78
MADDEN	926	34472	12.78
SPENCE	928	34435	12.76
GOOD	929	34430	12.76
IRWIN	930	34374	12.74
WERNER	931	34352	12.73
KRAUSE	932	34345	12.73
PETTY	933	34278	12.71
